40X20.4X2.25,513000
40X20.4X2.25SP,103916
40X20.4X2.25SSX10,103953
40X20.4X2.25SSX22,104300
40X20.4X2.25SSX39,104200
40X20.4X2.5,513100
40X20.4X2.5LOWLOAD,015172
40X20.4X2.5MAROTTA,013990
40X20.4X2.5SP,104404
40X20.4X2.5SSX10,104465
40X20.4X2.5SSX22,104800
40X20.4X2.5TURNED,013100
40X20.4X2.5ZC,015393
40X20.4X2SP,
40X25.9X2,002859
41X26X1.65,004897
44.6X17.6X1,004901
44.6X17.6X1.05,004902
44.6X17.6X1.1,004903
44.6X17.6X1.15,004904
44.6X17.6X1.2,004905
45X22.4X1.25,513250
45X22.4X1.25SSX10,004443
45X22.4X1.25SSX10SP,021087
45X22.4X1.25SSX12,018155
45X22.4X1.25X12 LOAD,110412
45X22.4X1.75,513300
45X22.4X1.75SSX10,110501
45X22.4X1.75STACK,
45X22.4X1.75ZC,016497
45X22.4X1.75ZCSTACK,
45X22.4X2.5,513400
45X22.4X2.5SP,
45X25.4X1.25X2.55,010244
46.12X20.5X6DELTA,703031
50.74X16.05X0.9,020249
50X16.25X0.8INCONEL,021238
50X18.3X1.25,505764
50X18.4X1.25,513500
50X18.4X1.25SSX10,115970
50X18.4X1.5,013625
50X18.4X1.5 HIGHTOL,513600
50X18.4X1.5SSX10,116300
50X18.4X2,513700
50X18.4X2.5,513800
50X18.4X2.5SSX10,116901
50X18.4X3,513900
50X20.4X2,514000
50X20.4X2.5,014100
50X20.4X2.5STACK2,300303
50X20.4X2.5STACK3,300305
50X20.4X2SSX10,117400
50X22.4S2.5SSX22,118600
50X22.4X2,514200
50X22.4X2.5,514300
50X22.4X2.5SSX10,003023
50X22.4X2.5SSX22,118600
50X25.4X1.25,514400
50X25.4X1.25SSX10,014401
50x25.4x1.25SSX10 TURNED,119950
50X25.4X1.5,514500
50X25.4X1.5SP,023505
50X25.4X1.5SSX10,120103
50X25.4X1.5STACK,303824
50X25.4X1.5STACK15,300484
50X25.4X2,514600
50X25.4X2 LO 3.4 STACK-8,302712
50X25.4X2-718,
50X25.4X2.25STACK3,300688
50X25.4X2.5,514700
50X25.4X2.5SP,120631
50X25.4X2.5SSX10,120801
50X25.4X2.5SSX39,120800
50X25.4X2.5SSX7,001889
50X25.4X2LOADTEST,300248
50X25.4X2LOADTESTED,017593
50X25.4X2SP,120231
50X25.4X2SSX10,120400
50X25.4X2SSX10 PASS LT,004833
50X25.4X2SSX39,120300
50X25.4X2STACK9,300836
50X25.4X2STACK96,
50X25.4X3,514800
50X25.4X3INCONEL750,022001
50X25.4X3SP,120915
50X25.4X3SSX7,120955
51.2X32X1.8,123376
51.2X35.3X1.65,012214
52X30.5X2,001860
53.5X38X0.4,125102
54X28.5X2,004670
56X28.5X1.22,023018
56X28.5X1.5,514950
56X28.5X1.5SSX10,128599
56X28.5X2,515000
56X28.5X2 LO3.60,301846
56X28.5X2.5,528900
56X28.5X3,515100
56X28.5X3SP,
57X36X1.5 (-103B),303424
57X36X1.75 (-101 B),303423
59.06X23.4X0.8STACK,305191
59.7X38.5X0.4,130716
60X20.5X2,515200
60X20.5X2.5,515300
60X20.5X2ZC,015036
60X20.5X3,515400
60X20.5X3ZC,019482
60X25.5X2.5,515500
60X25.5X2.5GEOMET,017865
60X25.5X2.5LOADTEST,000722
60X25.5X2.5STACK2,300306
60X25.5X3,515600
60X25.5X3SP,
60X25.5X3STACK15,304187
60X30.5X2.5,515700
60X30.5X2.5 STACK,300252
60X30.5X2.5SP,133255
60X30.5X2.5SSX10,113193
60X30.5X2.5STACK4,300661
60X30.5X2.5STACK4-2,304113
60X30.5X2.5STACK4-3,304114
60X30.5X2.75STACK2,300181
60X30.5X3,515800
60X30.5X3.5,515900
60X30.5X3.5SP,133753
60X30.5X3.5SSX39,133750
60X30.5X3.5ZC,014948
60X30.5X3GEOMET,023806
60X30.5X3GEOMET STACK,
60X30.5X3SP,133405
60X30X2,132500
60X48.5X1.8,004893
61.5X40.5X0.7,
61.5X48X0.8,020435
63.4X32X1.1INCONEL,020278
63X31X1.8,516050
63X31X2.5,516100
63X31X2.5 MOLYKOTE,
63X31X2.5SSX22,138600
63X31X3,516200
63X31X3.5,516300
63X31X3.5SP,
63X31X3.5ZC,
63X44.15X1.80LOADTEST,009958
63X49.6X2NICKEL,306991
64.2X40.4X5.08,903198
64.5X20.5X1.9 STK3,300102
64.5X20.5X1.9 STK4,300606
65X51X3NICKEL,023389
68X40.5X2.25,019642
7.39X3.3X0.4 OILED,011878
70X25.5X2,516400
70X25.5X2SSX7,014245
70X30.5X2.5,516500
70X30.5X3,516600
70X30.5X3 STACK,300251
70X30.5X3ZC,515844
70X33.3X2.5,146850
70X33.3X4,146950
70X35.5X3,516700
70X35.5X3.17INCONEL,016595
70X35.5X3.5,
70X35.5X3INCONEL,
70X35.5X3SSX22,147800
70X35.5X3SSX35,147700
70X35.5X3STACK2,300744
70X35.5X4,516800
70X35.5X4SP,
70X35.5X4STACK 42,310200
70X40.5X3,550300
70X40.5X4,516900
70X40.5X4SP,
70X40.5X5,517000
70X40.5X5ZC,015389
71.1X36X2 (-101 A),303428
71.1X36X2 (-103 A),303429
71X35.31X1.9X4.56,310310
71X35.3X1.85,310321
71X36X2,517100
71X36X2.5,517200
71X36X2.5SSX10,153110
71X36X2.5STACK,
71X36X2STACK,300856
71X36X2STACK6,301847
71X36X2ZC,015292
71X36X4,517300
71X36X4SP,
71X36X4SSX22,310346
71X36X4STACK,
71X36X4STACK14,
71X36X4STACK24,
74X30X1INCONEL718,
78.9X48.4X4,004892
79.8X41.1X3.5,
80.60X48.70X1.5,019105
80X31X2.5,517400
80X31X2.5ASSEM,310555
80X31X2.5SP,
80X31X3,517500
80X31X4,517600
80X31X4SP,160155
80X36X3,517700
80X36X3ZC,017760
80X36X4,517800
80X36X4KOLLMORGAN,017810
80X36X4ZC,
80X41.12X3 STACK,301179
80X41.13X3 STACK,301607
80X41X2,016144
80X41X2.25,517850
80X41X2.25SSX10,161220
80X41X3,517900
80X41X3 STACK,300249
80X41X3SSX10,161420
80X41X3SSX22,161475
80X41X4,518000
80X41X4GMPT,161645
80X41X4SP,180097
80X41X5,518100
80X41X5SP,015627
80X41X5SSX39,
80X43X3 STACK,300250
80X48X1.8NIMONIC,017714
80X51X4SSX22,017861
80X60X1.75,016512
81.75X57.48X1,164391
88X53.34X2.5 LO 5.7 TURNED,302685
9.6X3.9X0.3,005522
90.4X76X3.5NICKEL,023068
90X40.5X2.5 LO 5.50,018330
90X46X2.5,518200
90X46X2.5SP,
90X46X2.5SSX10,169200
90X46X3.5,518300
90X46X3.5 LOADTESTED,300247
90X46X3.5GEOMET,
90X46X5,518400
90X46X5SP,
90X46X5SSX39,169645
90X47.57X2.5MONARCH,024570
90X47.57X3.5MONARCH,169981
93.45X64.8X6,008859
94.5X80.5X0.9,001247
99.4X75X3NICKEL,306992
BR03,401317
BR04,401114
BR05,401115
BR06,401222
BR08,401318
BR10,401223
BR12,401319
BZ03,
GZ03,401029
GZ04,401028
GZ05,401205
GZ06,401159
GZ08,401126
GZ10,401156
GZ12,401157
GZ14,401320
GZ16,401158
GZ20,401321
HDS02,700000
HDS02.5,700100
HDS02.5ZC,702120
HDS02NICKEL,701307
HDS02ZC,702110
HDS02ZP,
HDS03,700200
HDS03.5,700300
HDS03.5SS,700421
HDS03.5STACK100,
HDS03.5ZC,702140
HDS03.5ZY,700380
HDS03X7,700201
HDS03X7PASS,
HDS03ZC,702130
HDS03ZY,700280
HDS04,700400
HDS04ZC,702150
HDS04ZY,700480
HDS05,700500
HDS05X39,700521
HDS05X7,700446
HDS05ZC,702160
HDS05ZY,700580
HDS06,700600
HDS06NICKEL,
HDS06X7,700601
HDS06ZC,702170
HDS06ZY,700680
HDS07,700765
HDS07ZC,702180
HDS08,700800
HDS0880718,
HDS08X7,700821
HDS08ZC,702190
HDS08ZY,
HDS10,700900
HDS10F80718,
HDS10X7,700901
HDS10ZC,702200
HDS10ZY,700980
HDS12,701000
HDS12X7,701001
HDS12ZC,702210
HDS12ZY,701080
HDS14,701100
HDS14ZY,
HDS16,701265
HDS16GEOMET,701420
HDS16GEOMET500B,
HDS16SS,701202
HDS16ZC,702230
HDS16ZY,701280
HDS18,701330
HDS18DELTA,702894
HDS18PHOS,701365
HDS18ZC,702240
HDS20,701465
HDS20SS,701396
HDS20ZC,702250
HDS22,701565
HDS22ZC,702260
HDS24,701600
HDS24PH,701665
HDS24ZC,702270
HDS26 SPECIAL,700282
HDS27,701765
HDS27TUTHILL,701554
HDS27ZC,702280
HDS27ZY,
HDS3.5STACK,
HDS30,701800
HDS30F10H13,
HDS30TUTHILL,701428
HDS30ZC,702290
HS06,416320
HS06 BLANK,
HS06 NICKEL PLATE,
HS06DELTA,401602
